Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
1,0.08408240167824883,1,1,0.26100666666666666,-2.3196252240110913,0.20616059957173444,0.2705517927736617,0.7602772432537845,5,2,0,1.3585608308548023,0.781873991310296,1.2881799490088859,0.6663414580281845,-0.9496976289023944,-1.6129705093491065,0.929,0.086
0,1.9552422649853642,0,0,0.2778081228014071,0.6593918817695976,0.37738567415730334,0.2705517927736617,1.636808762062924,2,3,3,-0.7915266457961451,-1.4268583411935547,-0.6634414463102708,1.3096015297782784,-1.0927666618302727,-2.081625749584275,0.6,0.0
1,-0.6643815436445972,1,3,0.278337972166998,0.6593918817695976,0.3166528787031861,0.2705517927736617,-0.36669185235796614,4,2,1,-0.4579449315810618,-0.5924483489143222,-0.4047353053253006,3.868955432273336,-1.0224096682710897,-1.9964157059051533,1.571,0.152
1,0.08408240167824883,0,4,0.2762384716732543,0.09671386026646676,0.37720983146067416,0.2705517927736617,0.008964512845950725,3,3,2,-0.6755867268501962,0.4873763469764492,-0.71913856719333,-0.8528472220624647,-0.965005426664225,-1.7833905967073496,0.353,0.626
1,0.9572903378882359,1,2,0.2766508563899868,0.6593918817695976,0.16176923076923078,0.2705517927736617,0.7602772432537845,4,2,3,0.3944670946828329,-1.4268583411935547,0.5223032838146169,1.4373411184946094,-0.9697155182832498,-1.868600640386471,0.75,0.0
1,-0.6643815436445972,0,3,0.27773936680524464,0.09671386026646676,0.3773252808988764,0.2705517927736617,-0.9927857943644943,6,1,2,-0.09506189781078624,0.6211273604447379,-0.1507265118846848,0.16906948766818236,-0.9870839811284037,-1.8259956185469102,0.833,0.215
1,1.581010292323941,1,1,0.27836729622266404,-2.3188689363477804,0.31668585802124094,0.2705517927736617,1.261152396859007,4,1,2,0.6769172910710372,0.25914067261771795,0.6535429938945886,0.7347733805547902,-0.9441043951048024,-1.7833905967073496,1.3,0.093
1,2.0799862558725053,1,1,0.2765856389986825,0.6593918817695976,0.20615132048536758,0.2705517927736617,2.5133402808720633,3,3,2,0.17418454962276875,-0.18751408795528293,0.19095876850793223,0.37892738341643983,-0.735977221689144,-1.0591052254348166,1.0,0.099
1,-0.29014957098317423,0,3,0.27177254374158816,0.09671386026646676,0.22100900090009,0.2705517927736617,-0.24147306395666054,5,2,2,0.16153095687456326,-1.4268583411935547,0.289416053102714,-1.0718293741476028,-0.9867896004022146,-1.9964157059051533,1.571,0.0
1,0.08408240167824883,1,4,0.2782718687872764,0.6593918817695976,0.3165785354946898,0.2705517927736617,0.7602772432537845,6,0,0,-0.42328509057510766,0.24441579040102565,-0.44510829241612176,-0.09553394610136029,-0.988850265485538,-1.144315269113938,0.9,0.285
1,0.832546347001095,1,3,0.2762173913043478,0.6593918817695976,0.16134028683181226,0.2705517927736617,-0.36669185235796614,3,2,3,-0.6468685728738341,0.7953718000089306,-0.7180384858012095,0.9902525579874516,-0.9909109305688614,-1.698180553028228,2.571,0.658
1,0.832546347001095,1,2,0.2713082099596231,0.6593918817695976,0.20572947894361168,0.2705517927736617,1.5115899736616183,2,5,1,-0.6800980077430346,0.6468959043239495,-0.7379499589985901,2.5687489042678253,-0.8266464853553714,-1.655575531188667,1.6,0.69
1,-0.6643815436445972,1,4,0.2777179405180684,0.6593918817695976,0.20602069950035687,0.2705517927736617,0.008964512845950725,4,1,2,0.03202418587771234,1.6616857037576631,-0.11695401314658647,4.407286556149301,-0.8287071504386948,-1.7407855748677887,1.667,0.282
1,0.832546347001095,0,2,0.2651057312252964,0.6593918817695976,0.37722780898876407,0.2705517927736617,0.259402089648562,5,2,3,-0.6582017907265747,0.40148120071241056,-0.6940567114529834,4.516777632191871,-0.8811069197003457,-1.5703654875095456,1.0,0.562
1,1.4562663014368,1,0,0.2777649504317237,0.6593918817695976,0.1616812255541069,0.2705517927736617,1.636808762062924,6,2,2,0.4316576542384282,0.6542583454322957,0.37291223076465746,-1.0992021431582453,-0.9164326068430317,-1.7407855748677887,0.714,0.135
1,1.082034328775377,0,1,0.2651235177865613,0.09671386026646676,0.37723286516853927,0.2705517927736617,0.008964512845950725,4,2,1,-0.562474610805368,0.9217603723688732,-0.6449930813644106,-1.1402612966742087,-0.8822844426051019,-0.9312901599161342,0.483,0.544
1,1.082034328775377,0,3,0.2775660377358491,0.6593918817695976,0.37717303370786515,0.2705517927736617,0.008964512845950725,6,2,3,-0.6158397628304085,1.392956603303028,-0.7405901543396791,4.39816229981242,-0.7439255012962485,-1.1869202909534988,1.176,0.757
1,-0.5396375527574563,0,4,0.2784135188866799,0.6593918817695976,0.37738567415730334,-3.849170007870523,0.008964512845950725,2,3,3,0.7483275666674316,-1.4268583411935547,0.876089459520559,0.4792942031221284,-1.012106342854473,-1.8259956185469102,1.2,0.0
1,1.331522310549659,0,1,0.27773105212663896,-2.3188689363477804,0.31660313024035774,0.2705517927736617,1.636808762062924,3,3,2,-0.545749862129479,-0.3396712041944371,-0.5151834770941955,2.5550625197625045,-0.865504741212326,-1.5703654875095456,0.556,0.241
0,2.4542182285339282,0,0,0.2610266666666667,0.6593918817695976,0.22093969396939694,0.2705517927736617,2.5133402808720633,5,4,3,-0.0825183363038695,-0.6844788627686493,-0.021136923892893806,1.332412170620481,-1.089234093116004,-2.081625749584275,0.143,0.077
1,-0.1654055800960332,1,3,0.2778023664854493,0.09671386026646676,0.1617574967405476,0.2705517927736617,0.6350584548524789,2,2,2,2.6180884498870474,-0.7176098477562071,2.6818730646863056,1.286790888936077,-0.9700098990094388,-1.5703654875095456,0.474,0.018
1,0.5830583652268129,1,2,0.2764169960474308,0.6593918817695976,0.31653940749021797,0.2705517927736617,1.0107148200563958,4,1,0,-0.2670407279450921,1.2776116926056047,-0.3815235879515588,0.1964422566788247,-0.8999472861764449,-1.5703654875095456,0.556,0.355
1,0.45831437433967187,0,1,0.26551778656126485,0.09671386026646676,0.31665679150363335,-3.6551187342135703,0.8854960316550902,3,2,3,0.9541960191186704,1.6616857037576631,0.8050242015895769,3.1435770534913146,-0.7795455691651235,-1.357340378311742,1.2,0.145
1,0.33357038345253087,1,3,0.2784135188866799,0.6593918817695976,0.20622198429693075,0.2705517927736617,0.13418330124725636,5,2,1,-0.5200025516679131,-1.4268583411935547,-0.3919743611767032,2.071476933907823,-0.7795455691651235,-1.3999454001513025,1.0,0.0
1,-1.0386135163060204,0,4,0.2777412855772306,0.09671386026646676,0.22082088208820883,0.2705517927736617,-0.9927857943644943,2,3,3,0.13182252172660255,1.0947777384150081,0.03364712943470545,0.9902525579874516,-0.9897334076641051,-1.7833905967073496,0.917,0.209
1,0.33357038345253087,1,4,0.27177254374158816,0.09671386026646676,0.16176923076923078,0.2705517927736617,-0.7423482175618831,3,2,3,2.848053744180521,-1.4268583411935547,2.975374780104046,3.9282630984630607,-0.8713923557361071,-1.5703654875095456,1.333,0.0
1,1.206778319662518,1,2,0.2598066666666667,0.6593918817695976,0.20577516059957174,0.2705517927736617,1.1359336084577014,6,2,0,-0.6985832562795435,0.3278567896289489,-0.7278292101910817,7.098942175529128,-0.7839612800579592,-1.6129705093491065,0.588,0.626
1,1.581010292323941,1,1,0.25943555555555553,0.6593918817695976,0.3162945779765232,0.2705517927736617,2.012465127266841,3,2,2,-0.6694249773380265,1.051830165282989,-0.7635818554349969,7.285989430435186,-0.7904376560341183,-1.6129705093491065,1.7,0.793
1,-0.040661589208892186,1,3,0.27837673956262426,0.6593918817695976,0.16172099087353323,0.2705517927736617,0.5098396664511733,4,3,3,1.1912033128546236,0.33399215721923736,1.16101054007976,0.12344820598377845,-0.9382167805810214,-1.6129705093491065,0.8,0.074
1,0.7078023561139539,1,1,0.2654051383399209,0.09671386026646676,0.16160039113428945,0.2705517927736617,0.5098396664511733,5,1,1,-0.4276863402266574,0.07876086546323684,-0.43465751919097734,-0.6201786854720047,-0.9608840964975782,-1.0591052254348166,0.6,0.259
1,0.7078023561139539,0,3,0.2762615283267457,0.6593918817695976,0.37721966292134834,0.2705517927736617,0.6350584548524789,6,3,2,-0.6612826654826596,0.47387853827781456,-0.7036274195644315,2.5596246479309444,-0.7436311205700594,-1.4851554438304242,1.143,0.591
0,0.9572903378882359,0,1,0.2776283978253917,0.6593918817695976,0.37722780898876407,0.2705517927736617,0.5098396664511733,2,3,1,-0.7915266457961451,-0.4353829386029373,-0.7523280227936046,1.0814951213562594,-1.088939712389815,-1.9538106840655924,0.9,0.562
1,2.4542182285339282,0,0,0.27807206759443337,0.6593918817695976,0.3771926966292135,0.2705517927736617,2.262902704069452,3,4,2,-0.6008755140151394,1.2469348546541623,-0.7125380788406073,2.117098215592227,-0.723613231189204,-1.144315269113938,1.923,0.687
1,0.33357038345253087,1,2,0.27656719367588933,0.6593918817695976,0.12530440771349863,0.2705517927736617,0.008964512845950725,4,2,0,1.2247628414476903,1.6616857037576631,1.0755342159119996,-0.4376935587343891,-0.8802237775217786,-1.2721303346326203,0.25,0.127
0,1.206778319662518,1,2,0.2778081228014071,0.6593918817695976,0.1254793388429752,0.2705517927736617,0.008964512845950725,1,3,3,0.7852980637404493,-1.4268583411935547,0.9130521942958068,1.2822287607676361,-1.119260927187287,-2.1242307714238358,0.364,0.0
1,0.33357038345253087,0,4,0.277594819315638,-2.3188689363477804,0.3771983146067416,0.2705517927736617,0.008964512845950725,6,4,2,-0.5869015463714691,1.272703398533374,-0.7008772160841303,-0.3738237643762236,-0.9867896004022146,-1.3999454001513025,0.6,0.667
1,0.33357038345253087,0,3,0.2775385353373841,0.09671386026646676,0.37714887640449435,0.2705517927736617,0.008964512845950725,2,2,0,-0.6414770420506857,1.4727163819767781,-0.7733725798248691,-0.04535053624851599,-0.9152550839382755,-1.0591052254348166,0.6,0.843
1,1.206778319662518,1,2,0.2714885598923284,0.6593918817695976,0.31650195640022355,0.2705517927736617,1.7620275504642295,4,2,3,-0.45926530647652675,0.8800398727549116,-0.5380651700503012,1.583329219884702,-0.877279970259888,-1.5277604656699848,1.417,0.422
1,-0.29014957098317423,0,5,0.27775823472977296,0.6593918817695976,0.22086858685868585,0.2705517927736617,-0.1162542755553549,4,1,2,-0.2595586035374575,-0.22678044053312918,-0.23917305581117035,6.911894920623073,-0.8964147174621763,-1.698180553028228,1.083,0.156
1,-0.5396375527574563,1,2,0.27815258449304175,0.09671386026646676,0.20584725196288364,0.2705517927736617,-0.24147306395666054,4,4,3,-0.5827203592024968,0.7242015359615843,-0.6475232685662876,-0.31907822635493943,-0.9526414361642849,-1.6129705093491065,1.25,0.525
1,1.082034328775377,1,3,0.27626416337285903,0.6593918817695976,0.16138657105606258,0.2705517927736617,1.3863711852603127,4,2,3,-0.5717172350736225,1.046921871210758,-0.6654545952578512,0.6435308171859825,-0.9735424677237073,-1.357340378311742,0.833,0.587
0,0.20882639256538985,1,2,0.2778081228014071,0.6593918817695976,0.20622198429693075,-3.6551187342135703,-0.1162542755553549,2,4,4,2.848053744180521,-1.4268583411935547,2.975374780104046,0.013957129941209083,-1.0930610425564617,-2.1242307714238358,0.5,0.0
1,-0.9138695254188793,1,1,0.278308648111332,-2.3196252240110913,0.20607137758743752,0.2705517927736617,-0.36669185235796614,5,3,3,-0.2977394442646515,0.10821062989662152,-0.3073781021226393,0.8397023284289188,-0.9090730886883055,-1.5703654875095456,1.154,0.211
1,-0.29014957098317423,1,4,0.28094563106796117,0.09671386026646676,0.12535812672176308,0.2705517927736617,-0.49191064075927177,2,4,2,1.68623386741268,1.1524501937637197,1.582561729540323,1.0814951213562594,-0.9208483177358675,-1.655575531188667,0.733,0.088
1,0.832546347001095,1,2,0.27835834990059644,0.09671386026646676,0.12532644628099174,0.2705517927736617,1.0107148200563958,4,2,2,0.6714157290066,0.5781797873127187,0.6194404707388541,1.0449980960087364,-0.9170213682954098,-1.7833905967073496,0.917,0.111
1,0.5830583652268129,1,4,0.271742934051144,0.09671386026646676,0.1617405475880052,-3.6551187342135703,0.259402089648562,4,1,4,2.848053744180521,0.43215803866385294,2.8087124491977953,-0.7661667868620972,-0.9158438453906536,-1.3999454001513025,0.6,0.044
1,1.331522310549659,1,2,0.26538833992094857,0.6593918817695976,0.2060249821556031,0.2705517927736617,2.012465127266841,5,3,3,-0.22533888749665837,0.8027342411172768,-0.297257353315131,-0.6384271981457662,-0.8981810018193106,-1.2721303346326203,0.667,0.276
1,-0.29014957098317423,0,2,0.2712987886944818,0.09671386026646676,0.3771879213483146,0.2705517927736617,-1.9945361015749392,6,3,3,-0.7204794732960035,0.3744855833151413,-0.7539011391843368,1.1134300185353423,-0.9632391423070906,-1.5703654875095456,0.556,0.704
1,0.33357038345253087,1,2,0.2775983370642789,0.6593918817695976,0.20575374732334045,0.2705517927736617,-0.49191064075927177,2,2,2,-0.7641618760876345,-0.06848795670368654,-0.7578614321959705,4.357103146296457,-0.8048623116173818,-2.039020727744714,2.4,0.656
1,0.45831437433967187,1,2,0.26108000000000003,0.6593918817695976,0.16173468057366364,0.2705517927736617,0.259402089648562,6,2,2,1.8340058244634623,0.2051494378231794,1.8152289439738016,1.4236547339892887,-1.0500814565328604,-2.1242307714238358,2.0,0.053
1,0.5830583652268129,1,4,0.2777918132395267,0.09671386026646676,0.12540909090909091,0.2705517927736617,0.7602772432537845,3,2,3,2.848053744180521,0.7364722711421613,2.7814304306732076,2.3087075986667234,-0.8401879987600678,-1.0165002035952557,1.05,0.051
1,1.082034328775377,0,2,0.2776587783818356,0.6593918817695976,0.3772544943820224,0.2705517927736617,0.7602772432537845,5,3,3,-0.7059553494458893,-0.15806432352189825,-0.6916365323903184,-0.008853510900992869,-0.8431318060219583,-1.2295253127930597,0.286,0.467
1,0.9572903378882359,1,1,0.27758490566037736,-2.3188689363477804,0.20572376873661669,0.2705517927736617,0.8854960316550902,4,2,3,-0.6295936679915014,1.0641009004635658,-0.7248589904323565,0.04132989895185143,-0.9267359322596485,-1.868600640386471,0.4,0.698
1,-0.5396375527574563,1,5,0.2717274562584118,0.6593918817695976,0.16172555410691003,0.2705517927736617,0.13418330124725636,6,2,2,1.571361251507232,0.448109994398603,1.530857904110661,-1.578225600844486,-0.8861113920455596,-1.2721303346326203,0.522,0.067
1,-0.29014957098317423,1,1,0.2655830039525692,0.09671386026646676,0.20616559600285508,0.2705517927736617,-0.1162542755553549,3,3,3,1.7252949580701837,0.9438476956939117,1.6403160026266475,2.5185654944149816,-0.9017135705335793,-1.7407855748677887,1.182,0.079
1,0.832546347001095,1,2,0.2777163415414135,0.09671386026646676,0.16158213820078227,0.2705517927736617,0.008964512845950725,5,3,2,-0.36969987606748966,0.43215803866385294,-0.4083655739192982,0.4427971777746053,-0.9170213682954098,-1.357340378311742,0.435,0.287
1,-0.29014957098317423,0,4,0.2776929964822514,0.09671386026646676,0.37728455056179777,0.2705517927736617,0.008964512845950725,6,4,2,-0.17956589112054114,1.6616857037576631,-0.32849966485135224,-1.2999357825696223,-0.9691267568308717,-1.7833905967073496,1.875,0.36
1,-1.1633575071931614,0,3,0.27160026917900404,0.09671386026646676,0.37731376404494377,0.2705517927736617,-0.8675670059631887,4,4,2,-0.17538470395156888,0.7831010648283536,-0.24555352788546905,-0.040788408080075604,-0.6079216057969073,-0.33481985416228355,0.966,0.256
1,0.33357038345253087,1,3,0.2775781899584266,-2.3196252240110913,0.2057087794432548,0.2705517927736617,-0.7423482175618831,6,1,2,-0.6707453522334914,0.8100966822256229,-0.7432303496807683,-0.2597705601652143,-0.8643272183075699,-1.7833905967073496,0.353,0.719
1,0.08408240167824883,1,2,0.2777870163095619,0.6593918817695976,0.16172620599739243,0.2705517927736617,0.259402089648562,6,3,2,2.2305584180680933,0.9033542695980078,2.1491036464823634,0.41086228059552254,-0.9037742356169025,-1.2721303346326203,0.4,0.066
1,0.08408240167824883,1,3,0.2777448033258715,0.6593918817695976,0.20608065667380443,0.2705517927736617,0.13418330124725636,4,4,0,-0.007146936021080294,0.653031271914238,-0.06569022027377272,2.199216522624154,-0.8675654062956494,-1.0165002035952557,1.412,0.198
1,-0.29014957098317423,1,1,0.2766218708827405,-2.3188689363477804,0.12541873278236915,0.2705517927736617,0.008964512845950725,6,2,2,2.848053744180521,0.4542453619888914,2.8067323026919784,0.7484597650601115,-0.8245858202720481,-1.5277604656699848,0.526,0.044
0,1.082034328775377,0,4,0.2766508563899868,0.6593918817695976,0.31673784237003916,0.2705517927736617,1.1359336084577014,2,4,3,-0.7123371614406364,-1.4268583411935547,-0.5842685885193608,-0.7981016840411799,-1.1154339777468294,-2.252045836942518,0.714,0.0
1,1.581010292323941,0,1,0.27776335145506875,0.6593918817695976,0.22088298829882988,0.2705517927736617,2.012465127266841,2,3,3,0.1651619878370918,0.3119048338941989,0.1371647884332414,-1.7196515740661378,-0.9820795087831898,-1.9112056622260318,0.818,0.14
1,0.832546347001095,1,1,0.2777969299648225,-2.3196252240110913,0.16174641460234682,0.2705517927736617,-0.1162542755553549,5,4,2,2.848053744180521,0.06894427731877528,2.841274858404561,1.6836960395903904,-0.8284127697125058,-1.6129705093491065,2.0,0.035
1,0.7078023561139539,1,2,0.2776101694915254,0.6593918817695976,0.20578015703069233,0.2705517927736617,1.3863711852603127,5,3,0,-0.6103382007659713,0.9168520782966424,-0.6924065893648027,0.7347733805547902,-0.8457812325576597,-1.2721303346326203,0.667,0.619
1,0.832546347001095,1,2,0.2783598409542744,0.09671386026646676,0.12533057851239668,0.2705517927736617,-0.1162542755553549,4,2,1,1.1452102539959288,1.0960048119330659,1.0467120834384434,-0.6977348643354914,-0.9396886842119666,-1.4425504219908634,0.722,0.108
1,-0.41489356187031523,0,3,0.27177254374158816,0.09671386026646676,0.37738567415730334,0.2705517927736617,-0.1162542755553549,5,2,3,-0.5067988027132638,-1.4268583411935547,-0.3787733844712576,-1.2634387572220993,-0.9323291660572404,-1.3999454001513025,0.6,0.0
1,-0.29014957098317423,1,3,0.2783807157057654,0.09671386026646676,0.20617487508922197,0.2705517927736617,-0.6171294291605774,4,3,1,0.4537739337374656,-0.39979780657926417,0.48952085832942693,5.34708495884802,-0.8805181582479676,-2.166835793263396,1.8,0.066
1,1.331522310549659,1,2,0.2766508563899868,0.6593918817695976,0.1254793388429752,0.2705517927736617,1.1359336084577014,5,3,3,-0.3703600635152221,-1.4268583411935547,-0.2423632918483197,4.297795480106732,-0.8501969434504955,-1.5277604656699848,1.636,0.0
1,0.5830583652268129,0,2,0.2784135188866799,0.09671386026646676,0.37738567415730334,0.2705517927736617,0.008964512845950725,3,2,2,0.14282564585547688,-1.4268583411935547,0.27071466943666606,-0.1320309714488834,-0.9208483177358675,-1.868600640386471,1.333,0.0
1,0.33357038345253087,1,4,0.278382703777336,0.09671386026646676,0.16172881355932203,0.2705517927736617,0.259402089648562,4,3,0,2.4944133346785,0.9696162395731233,2.4069627247954006,0.5249154848065323,-0.836066668593421,-1.2721303346326203,2.182,0.062
1,-0.1654055800960332,1,1,0.2778081228014071,0.09671386026646676,0.31673784237003916,0.2705517927736617,0.008964512845950725,4,4,3,-0.2262191374269683,-1.4268583411935547,-0.09825262948053853,-0.8254744530518222,-0.865210360486137,-1.314735356472181,0.619,0.0
1,0.832546347001095,1,0,0.27756347937320114,0.09671386026646676,0.16127053455019558,0.2705517927736617,0.7602772432537845,5,4,1,-0.6566613533485323,1.0726904150899697,-0.7526910496530043,0.41086228059552254,-0.9179045104739769,-1.5277604656699848,0.933,0.765
1,-0.1654055800960332,0,3,0.27601646903820815,0.6593918817695976,0.22014221422142213,0.2705517927736617,-0.9927857943644943,5,1,2,-0.6708553834747802,1.5672010428672207,-0.8112153797138132,4.311481864612054,-0.9102506115930616,-1.9112056622260318,1.222,0.963
1,2.204730246759646,1,1,0.2776405500479693,0.6593918817695976,0.37723848314606745,0.2705517927736617,2.012465127266841,6,4,3,-0.7617411887792822,-0.32862754253191784,-0.7321195276203516,4.087937584358474,-0.8039791694388146,-1.3999454001513025,0.882,0.524
1,-0.1654055800960332,1,3,0.27769715382155424,0.6593918817695976,0.31654387926215766,0.2705517927736617,-0.1162542755553549,5,4,2,-0.569736672730425,0.04562988047567908,-0.5737078071550044,-0.7433561460198952,-0.9099562308668726,-1.4851554438304242,0.304,0.347
1,0.832546347001095,1,3,0.26019777777777775,0.6593918817695976,0.31648630519843485,0.2705517927736617,-0.1162542755553549,5,3,2,-0.5328762068986961,0.6665290806128726,-0.5925191989602643,1.3096015297782784,-0.8228195359149139,-0.973895181755695,0.68,0.45
1,1.206778319662518,1,3,0.26543181818181816,0.6593918817695976,0.12515977961432506,0.2705517927736617,1.7620275504642295,3,2,0,0.11630811670488975,1.3340570744362585,-0.0033156053405422412,-0.8391608375571434,-0.9555852434261753,-1.9538106840655924,0.727,0.232
0,0.08408240167824883,1,2,0.2764538866930172,0.6593918817695976,0.16157431551499346,0.2705517927736617,0.13418330124725636,2,3,3,-0.35022434635938204,0.5708173462043724,-0.40132505300972715,-0.2917054573442971,-1.0503758372590495,-1.9964157059051533,0.385,0.299
1,0.33357038345253087,0,3,0.26557707509881423,0.09671386026646676,0.22093249324932493,0.2705517927736617,0.8854960316550902,4,4,0,1.5844549692205923,0.9782057541995272,1.4964253565372903,-0.6429893263142067,-0.9170213682954098,-1.8259956185469102,1.0,0.085
1,-0.6643815436445972,0,3,0.2766119894598155,0.6593918817695976,0.22095589558955894,-3.6551187342135703,-0.24147306395666054,5,3,3,2.848053744180521,1.0923235913788927,2.749528070301714,1.2502938635885539,-0.858733984509978,-1.655575531188667,0.733,0.059
1,0.832546347001095,1,3,0.27767061080908223,0.6593918817695976,0.12488705234159779,0.2705517927736617,-0.24147306395666054,6,2,2,-0.6262927307528391,0.12416258563137154,-0.6372925116195673,-0.9030306319153084,-0.9258527900810813,-1.357340378311742,0.5,0.43
